date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:44:23	47560/47560	---M--	200	added ('OK')	image/png	etag:%22b9c8-516b96a7d7e0e%22	http://compihost.net/web/img/fondorojo.png	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/img/fondorojo.png	(from http://compihost.net/web/cotizar_codigo.php?codigo=MYPE-1&tipo_web=MYPE-1&dias_laborales=(7%20dias%20laborales)&idcodigo=EMPRENDEDORTB_iframe=true&height=620&width=850)
10:44:26	276032/276032	---M--	200	added ('OK')	image/jpeg	etag:%2243640-516b96a96552e%22	http://compihost.net/web/plantillas/proyektiva.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/plantillas/proyektiva.jpg	(from http://compihost.net/web/portafolio.php?pagina=4)
10:44:26	23198/23198	---M--	200	added ('OK')	image/jpeg	etag:%225a9e-516b96aa0a5b4%22	http://compihost.net/web/tipo_web/MYPE-1_03.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/tipo_web/MYPE-1_03.jpg	(from http://compihost.net/web/cotizar_codigo.php?codigo=MYPE-1&tipo_web=MYPE-1&dias_laborales=(7%20dias%20laborales)&idcodigo=EMPRENDEDORTB_iframe=true&height=620&width=850)
10:44:27	13311/13311	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Dec%202015%2015:44:27%20GMT	http://compihost.net/web/cotizar_codigo.php?codigo=MYPE-2&tipo_web=MYPE-2&dias_laborales=(10%20d%c3%adas%20laborales)&idcodigo=EMPRENDEDORTB_iframe=true&height=480&width=545	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/cotizar_codigo049b.html	(from http://compihost.net/web/pyme_02.php?TB_iframe=true&height=620&width=850)
10:44:30	13611/13611	---M--	200	added ('OK')	image/jpeg	etag:%22352b-516b9706e9cb0%22	http://compihost.net/mails/images/s21.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/mails/images/s21.jpg	(from http://compihost.net/web/pyme_02.php?TB_iframe=true&height=620&width=850)
10:44:32	48765/48765	---M--	200	added ('OK')	image/jpeg	etag:%22be7d-516b96aa1f1b8%22	http://compihost.net/web/tipo_web/MYPE-1_04.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/tipo_web/MYPE-1_04.jpg	(from http://compihost.net/web/cotizar_codigo.php?codigo=MYPE-1&tipo_web=MYPE-1&dias_laborales=(7%20dias%20laborales)&idcodigo=EMPRENDEDORTB_iframe=true&height=620&width=850)
10:44:37	47006/47006	---M--	200	added ('OK')	image/jpeg	etag:%22b79e-516b96aa0c8db%22	http://compihost.net/web/tipo_web/MYPE-2_01.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/tipo_web/MYPE-2_01.jpg	(from http://compihost.net/web/cotizar_codigo.php?codigo=MYPE-2&tipo_web=MYPE-2&dias_laborales=(10%20dias%20laborales)&idcodigo=EMPRENDEDORTB_iframe=true&height=620&width=850)
10:44:40	84880/84880	---M--	200	added ('OK')	image/gif	etag:%2214b90-516b96a8434bd%22	http://compihost.net/web/img/formulario-1.gif	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/img/formulario-1.gif	(from http://compihost.net/web/cotizar_codigo.php?codigo=MYPE-1&tipo_web=MYPE-1&dias_laborales=(7%20dias%20laborales)&idcodigo=EMPRENDEDORTB_iframe=true&height=620&width=850)
10:44:40	48052/48052	---M--	200	added ('OK')	image/jpeg	etag:%22bbb4-516b96aa00d5d%22	http://compihost.net/web/tipo_web/MYPE-2_02.jpg	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/tipo_web/MYPE-2_02.jpg	(from http://compihost.net/web/cotizar_codigo.php?codigo=MYPE-2&tipo_web=MYPE-2&dias_laborales=(10%20dias%20laborales)&idcodigo=EMPRENDEDORTB_iframe=true&height=620&width=850)
10:44:41	13367/13367	---M--	200	added ('OK')	text/html	date:Mon,%2007%20Dec%202015%2015:44:40%20GMT	http://compihost.net/web/cotizar_codigo.php?codigo=STANDARD-1&tipo_web=WEB%20STANDARD%20-%201&dias_laborales=(15%20d%c3%adas%20laborales)&idcodigo=EMPRENDEDORTB_iframe=true&height=480&width=545	C:/Users/victor/Desktop/CompiHost/web/compihost.net/web/cotizar_codigobca1.html	(from http://compihost.net/web/pyme_03.php?TB_iframe=true&height=620&width=850)
